ID товара,Наименование,Ссылка на товар,Регулярная цена,Промо цена,Бренд
516567,"Шейка свиная Слово мясника охлажденная, ~1кг",https://online.metro-cc.ru/products/sheya,589.01,0,СЛОВО МЯСНИКА
571409375,"Мякоть говяжьей лопаточной части Мясо есть! без кости охлажденная, 600г",https://online.metro-cc.ru/products/600g-myakot-lopatochnoy-chasti-myaso-est-bk-ohl-vu,588.01,719,МЯСО ЕСТЬ!
580722,"Филе кролика Кролъ и К охлажденное, 500г",https://online.metro-cc.ru/products/file-k-500g,589.01,0,КРОЛЪ И К
607843830,"Вырезка свиная АгроЭко без кости охлажденная, ~1кг",https://online.metro-cc.ru/products/1kg-vyrezka-svinaya-agroeko-bk-ohl-vu,579,0,АГРОЭКО
420374,"Говядина Заречное наружная часть бедра для запекания охлажденная, ~1.6кг",https://online.metro-cc.ru/products/naruzhnaya-chast-bedra-vakuumnaya-upakovka-zarechnoe,876,985.01,ЗАРЕЧНОЕ
636891349,"Часть тазобедренная говяжья Вахавяк Плюс фирменная охлажденная, 600г",https://online.metro-cc.ru/products/600g-tazobedrennaya-chast-gov-vahavyak-plyus-firmennaya-vu-ohl,503,629,ВАХАВЯК ПЛЮС
164842982,"Поджарка говяжья Эколь Халяль охлажденная, 400г",https://online.metro-cc.ru/products/400g-podzharka-govyazhya-ekol-ohl-lotok,502,529,ЭКОЛЬ
605137978,"Мякоть говяжья Мясо есть! тазобедренной части Халяль охлажденная, 600г",https://online.metro-cc.ru/products/myakot-govyazhya-myaso-est-tazobedrennoy-chasti-halyal-ohlazhdennaya-600g,635,719,МЯСО ЕСТЬ!
476680,"Стейк Мираторг Рамп говяжий Black Angus, 480г",https://online.metro-cc.ru/products/ramp-stejk-miratorg-skin-480g,569,635,МИРАТОРГ
636891294,"Часть лопаточная говяжья Вахавяк Плюс фирменная охлажденная, 600г",https://online.metro-cc.ru/products/600g-lopatochnaya-chast-govyazhya-vahavyak-plyus-firmennaya-vu-ohl,515,579.01,ВАХАВЯК ПЛЮС
607843835,"Окорок свиной АгроЭко без кости охлажденный, ~1кг",https://online.metro-cc.ru/products/1kg-okorok-svinoy-agroeko-bk-ohl-vu,399,0,АГРОЭКО
411520,"Котлетное мясо говяжье Мясо есть! охлажденное, ~1.6кг",https://online.metro-cc.ru/products/kotlety-govyazhyi-vakuumnaya-upakovka-myaso-est,559,629,МЯСО ЕСТЬ!
605228,"Ребрышки говяжьи Эколь Халяль охлажденные, 400г",https://online.metro-cc.ru/products/400-g-rebryshki-govyazhyi-ekol-ohl-gaz-halyal,266,315,ЭКОЛЬ
88591,"Грудинка свиная Останкино без кости крупный кусок охлажденная, ~900г",https://online.metro-cc.ru/products/grudinka-bez-kosti-krupnyj-kusok-vakuumnaya-upakovka-ostankino,519,619,ОСТАНКИНО
495343,Ребрышки Мираторг свиные,https://online.metro-cc.ru/products/rebryshki-svinye-vakuumnaya-upakovka,585,0,МИРАТОРГ
581105,"Стейк Primebeef Яблочко из говядины охлажденный, 400г",https://online.metro-cc.ru/products/stejk-yablochko-iz-prajmbif-v-vakuumnoj-upakovke-400,778,949,PRIMEBEEF
576834,"Тушка кролика Кролъ и К охлажденная, ~1.2кг",https://online.metro-cc.ru/products/tushka-1-kg,715,0,КРОЛЪ И К
419851,"Ребра Заречное Кальби говяжьи охлажденные, ~450г",https://online.metro-cc.ru/products/rebra-kalbi-zarechnoe,880,989,ЗАРЕЧНОЕ
571350625,"Гуляш Мясо есть! из говядины охлажденный, 600г",https://online.metro-cc.ru/products/600g-gulyash-iz-govyadiny-myaso-est-ohl-vu,483,589.01,МЯСО ЕСТЬ!
624137,"Корейка из баранины Эколь Халяль охлажденная, 400г",https://online.metro-cc.ru/products/korejka-iz-ekol-v-lotke-400-g,1029.01,0,ЭКОЛЬ
164017894,"Бефстроганов говяжий Эколь Халяль охлажденный, 400г",https://online.metro-cc.ru/products/400g-befstroganov-govyazhiy-ekol-ohl-lotok,568,679,ЭКОЛЬ
604945059,"Свинина по-дижонски Черкизово охлажденная, 700г",https://online.metro-cc.ru/products/700g-svinina-po-dizhonski-cherkizovo-tf-ohl,379.01,0,ЧЕРКИЗОВО
618832,"Стейк Веско Минутка из говядины, 210г",https://online.metro-cc.ru/products/210g-stejk-minutka-vesko-ohl,303,319,ВЕСКО
576627,"Корейка свиная Черкизово на кости охлажденная, ~2кг",https://online.metro-cc.ru/products/korejka-na-kosti-cherkizovo-vakuumnaya-upakovka,493.38,0,ЧЕРКИЗОВО
632848580,"Оковалок говяжий Мясо есть! Халяль охлажденный, ~5кг",https://online.metro-cc.ru/products/okovalok-govyazhiy-myaso-est-halyal-ohlazhdennyy-5kg,1069,0,МЯСО ЕСТЬ!
607479086,"Говядина Мясо есть! стейк Стриплойн Халяль без кости охлажденная, ~2кг",https://online.metro-cc.ru/products/govyadina-myaso-est-steyk-striployn-halyal-ohlazhdennaya-2kg,1236,1389,МЯСО ЕСТЬ!
420438,"Филе бедра Мираторг говяжье Пиканья охлажденное, ~2кг",https://online.metro-cc.ru/products/file-bedra-miratorg-pikanya-govyazhye,1224,1289,МИРАТОРГ
7604172,"Стейк Мираторг Matured Beef Рибай охлажденный, 250г",https://online.metro-cc.ru/products/steyk-matured-ribay-ohlazhdennyy-250g,716,739,МИРАТОРГ
581153,"Стейк Primebeef Чак ролл из говядины охлажденный, 400г",https://online.metro-cc.ru/products/stejk-chak-roll-iz-prajmbif-v-vakuumnoj-upakovke-400-g,635,719,PRIMEBEEF
604613,"Говядина духовая Эколь Халяль охлажденная, 400г",https://online.metro-cc.ru/products/400-g-duhovaya-ekol-ohl-gaz-halyal,550,579,ЭКОЛЬ
11572326,"Мышца говяжья Вахавяк Плюс пояснично-подвздошная охлажденная, ~1кг",https://online.metro-cc.ru/products/1kg-poyasnichno-podvzdoshnaya-myshtsa-vp-vu-ohl,2279,2599,ВАХАВЯК ПЛЮС
605933,"Азу из говядины Эколь Халяль охлажденное, 400г",https://online.metro-cc.ru/products/400-g-azu-govyazhye-ekol-ohl-gaz-halyal,607,639,ЭКОЛЬ
364690,"Блейд говяжий Мираторг охлажденный, ~2.9кг",https://online.metro-cc.ru/products/blejd-iz-vakuumnaya-upakovka,1538,1619,МИРАТОРГ
605942,"Говядина Эколь Халяль для студня охлажденная, 400г",https://online.metro-cc.ru/products/400-g-dlya-studnya-ekol-ohl-gaz-halyal,432,455,ЭКОЛЬ
576826,"Ножки кролика Кролъ и К охлажденные, ~600г",https://online.metro-cc.ru/products/nozhki-1-kg,939,0,КРОЛЪ И К
567715,"Ребрышки Черкизово свиные классические, ~1.1кг",https://online.metro-cc.ru/products/rebryshki-svinye-delikatesnye-cherkizovo-11kg-79633,499,589.01,ЧЕРКИЗОВО
538806,"Стриплойн говяжий Мираторг Prime без кости охлажденный, ~1кг",https://online.metro-cc.ru/products/striplojn-govyazhij-prime-bez-kosti-vakuumnaya-upakovka-miratorg-1kg-60733,3514.01,3699,МИРАТОРГ
580573,"Ребрышки Самсон свиные охлажденные, ~400-800г",https://online.metro-cc.ru/products/rebryshki-svinye-samson-04-08-kg,669,0,САМСОН
636889704,"Часть шейная говяжья Вахавяк Плюс фирменная охлажденная, 600г",https://online.metro-cc.ru/products/600g-sheynaya-chast-govyazhya-vahavyak-plyus-firmennaya-vu-ohl,439,549,ВАХАВЯК ПЛЮС
508975,"Стейк Мираторг Black Angus Денвер говяжий охлажденный, 290г",https://online.metro-cc.ru/products/stejk-govyazhij-miratorg-denver-290g,1025,1079,МИРАТОРГ
411220,"Ребра говяжьи Заречное охлажденные, ~1.9кг",https://online.metro-cc.ru/products/rebra-govyazhyi-vakuumnaya-upakovka-zarechnoe,901,949,ЗАРЕЧНОЕ
619330140,"Стейк Веско Классический в маринаде, 190г",https://online.metro-cc.ru/products/steyk-vesko-klassicheskiy-v-marinade-190g,239,269.02,ВЕСКО
605137973,"Грудинка говяжья Мясо есть! Халяль без кости охлажденная, 600г",https://online.metro-cc.ru/products/grudinka-govyazhya-myaso-est-halyal-bez-kosti-ohlazhdennaya-600g,506,569,МЯСО ЕСТЬ!
635964653,"Окорок ягненка Мясо есть! Халяль охлажденный, ~1кг",https://online.metro-cc.ru/products/1kg-okorok-yagnenka-myaso-est-halyal-ohl-vu,1949,0,МЯСО ЕСТЬ!
529353,"Стейк Primebeef Топ Сирлойн из мраморной говядины охлажденный, 400г",https://online.metro-cc.ru/products/stejk-prajmbif-top-sirlojn-govyazhij-mramonyj-400-g,854,925,PRIMEBEEF
580823,Медальоны Мираторг Фирменные из свинины охлажденные,https://online.metro-cc.ru/products/medalony-iz-miratorg-firmennye,639,0,МИРАТОРГ
624019390,"Ребрышки бараньи Эколь Халяль охлажденные, 400г",https://online.metro-cc.ru/products/rebryshki-barani-ekol-halyal-ohlazhdennye-400g,679,0,ЭКОЛЬ
576691,"Карбонад свиной Черкизово без кости охлажденный, ~4кг",https://online.metro-cc.ru/products/karbonad-svinoj-bez-kosti-1-kg-97491-97491,483.07,0,ЧЕРКИЗОВО
597370,"Голяшка Мираторг по-милански говяжья для запекания охлажденная, ~1.7кг",https://online.metro-cc.ru/products/govyazhya-golen-po-milanski-dlya-zapekaniya-miratorg-18kg,1196,1259.01,МИРАТОРГ
537469994,"Грудинка свиная на кости охлажденная, ~1.5кг",https://online.metro-cc.ru/products/15kg-grudinka-svinaya-nk-ohl-vu,315,0,Без бренда
88592,"Рулька Останкино свиная охлажденная, ~1.04кг",https://online.metro-cc.ru/products/rulka-vakuumnaya-upakovka-ostankino,329,0,ОСТАНКИНО
605141,"Огузок говяжий Эколь Халяль охлажденный, 400г",https://online.metro-cc.ru/products/400-g-oguzok-govyazhij-ekol-ohl-gaz-halyal,533.01,599.01,ЭКОЛЬ
550303246,"Свинина Черкизово на хрящиках с чесноком и зеленью охлажденная, ~800г",https://online.metro-cc.ru/products/svinina-cherkizovo-na-hryaschikah-s-chesnokom-i-zelenyu-ohlazhdennaya-800g,449,0,ЧЕРКИЗОВО
567793,"Ребрышки свиные Черкизово из корейки охлажденный, ~600г",https://online.metro-cc.ru/products/rebryshki-iz-korejki-svinye-cherkizovo-79634,569,0,ЧЕРКИЗОВО
634245908,"Стейк из говядины Мираторг Фермерский бычок Классик охлажденный, 340г",https://online.metro-cc.ru/products/340g-steyk-klassik-govyazhiy-fermerskiy-bychok-miratorg-ohl-vu,419,529,МИРАТОРГ
623492,"Шейка баранья Эколь Халяль охлажденная, 400г",https://online.metro-cc.ru/products/shejka-ekol-v-lotke-400-g,399,0,ЭКОЛЬ
624883685,"Шницель свиной Самсон охлажденный, 400г",https://online.metro-cc.ru/products/shnitsel-svinoy-samson-ohlazhdennyy-400g,259,329,САМСОН
165033734,"Баранина для бульона Эколь Халяль охлажденная, 400г",https://online.metro-cc.ru/products/400g-baranina-dlya-bulona-ekol-ohl-lotok,219,0,ЭКОЛЬ
479797,"Шея говяжья Мираторг охлажденная, ~2.5кг",https://online.metro-cc.ru/products/sheya-govyazhya-vakuumnaya-upakovka,788,889,МИРАТОРГ
576879,Ножки кролика Кролъ и К в маринаде охлажденные,https://online.metro-cc.ru/products/nozhki-k-v-marinade-1-kg,949,0,КРОЛЪ И К
560449,"Ребрышки Мясо есть! телячьи охлажденные, 400г",https://online.metro-cc.ru/products/rebryshki-telyachi-okhlazhdennye-myaso-est-400g,369,0,МЯСО ЕСТЬ!
270613689,"Стейк Мираторг бразильский Black Angus охлажденный, 420г",https://online.metro-cc.ru/products/420g-cteyk-brazilskiy-mirotorg-black-angus-ohl-vu,804,829,МИРАТОРГ
610049446,"Отруб свиной плечелопаточный без голяшки без кости охлажденный, ~4.5кг",https://online.metro-cc.ru/products/45kg-otrub-svinoy-plechelopatochnyy-bez-golyashki-bk-ohl-vu,329,0,Без бренда
605115298,"Карбонад свиной Образцово охлажденный, ~1кг",https://online.metro-cc.ru/products/karbonad-svinoy-obraztsovo-ohlazhdennyy-1kg,499,0,ОБРАЗЦОВО
581346,"Стейк Primebeef Рамп из говядины охлажденный, 400г",https://online.metro-cc.ru/products/stejk-ramp-iz-prajmbif-v-vakuumnoj-upakovke-400-g,588.01,669,PRIMEBEEF
638578,"Рулька свиная Черкизово охлажденная, ~1.2кг",https://online.metro-cc.ru/products/rulka-cherkizovo-tf-ohl-vu,349,0,ЧЕРКИЗОВО
288164434,"Буженина из свинины Мираторг домашняя охлажденная, ~1.175кг",https://online.metro-cc.ru/products/1175kg-buzhenina-domashnyaya-miratorg-svinina-ohl-vu,569,0,МИРАТОРГ
553945,"Стейк Мясо есть! Рибай говяжий, 250г",https://online.metro-cc.ru/products/stejk-ribaj-myaso-est-govyazhij-250g,540,598.94,МЯСО ЕСТЬ!
613687,"Стейк Primebeef Нью-Йорк из мраморной говядины охлажденный, 250г",https://online.metro-cc.ru/products/stejk-iz-mramornoj-nyu-jork-prajmbif-v-vakuumnoj-upakovke-250g,927,1159,PRIMEBEEF
581070,"Мякоть шеи Primebeef охлажденная, 700г",https://online.metro-cc.ru/products/myakot-shei-prajmbif-700g,901,1119,PRIMEBEEF
605173193,"Антрекот говяжий Эколь нарезной халяль охлажденный, 400г",https://online.metro-cc.ru/products/antrekot-govyazhiy-ekol-nareznoy-halyal-ohlazhdennyy-400g,453,539,ЭКОЛЬ
583754,"Стейк Черкизово Чалагач из свинины на кости охлажденный, 350г",https://online.metro-cc.ru/products/stejk-na-kosti-chalagach-ohlazhdennyj-cherkizovo-350g,249,0,ЧЕРКИЗОВО
607345590,"Шея Мираторг в маринаде с пряными травами по-кавказски охлажденная, ~1.15кг",https://online.metro-cc.ru/products/sheya-miratorg-v-marinade-s-pryanymi-travami-po-kavkazski-ohlazhdennaya-115kg,769,0,МИРАТОРГ
637483524,"Стейк говяжий Myasoet Meat Company Пиканья охлажденный, 300г",https://online.metro-cc.ru/products/300g-steyk-govyazhiy-myasoet-meat-company-pikanya-ohl-vu,892,939,MYASOET MEAT COMPANY
624019510,"Антрекот говяжий Эколь Халяль для стейка охлажденный, ~800г",https://online.metro-cc.ru/products/antrekot-govyazhiy-ekol-halyal-dlya-steyka-ohlazhdennyy-800g,1007,1259.01,ЭКОЛЬ
612868,"Стейк Мясо есть! Рибай Skin из говядины охлажденный, 320г",https://online.metro-cc.ru/products/320g-stejk-myaso-est-ribaj-ohl-skin,702,859,МЯСО ЕСТЬ!
607282993,"Стейк из мраморной говядины Myasoet Meat Company Чак Ролл охлажденный, 200г",https://online.metro-cc.ru/products/200g-steyk-chak-roll-myasoet-meat-company-vu-ohl,578,609,MYASOET MEAT COMPANY
467646,"Бекон Мираторг Любительский свиной, 260г",https://online.metro-cc.ru/products/bekon-svinoj-lyubitelskij-260g,185,0,МИРАТОРГ
11976611,"METRO Chef Рулет Боярский из фермерской свинины охлажденный, ~700г",https://online.metro-cc.ru/products/15kg-rulet-metro-chef-boyarskiy-iz-svininy-ferm-ohl,629,0,METRO CHEF
639003978,"Кролик для тушения охлажденный, 400г",https://online.metro-cc.ru/products/400g-krolik-dlya-tusheniya-vu-ohl,399,0,Без бренда
535957,"Окорок Самсон Финский свиной для запекания, 0.8-1.2кг",https://online.metro-cc.ru/products/myaso-samson-finskij-okorok-dlya-zapekaniya,539,709.01,САМСОН
607281958,"Стейк говяжий без кости Myasoet Meat Company Нью-Йорк охлажденный, 400г",https://online.metro-cc.ru/products/400g-steyk-nyu-york-exclusive-myasoet-meat-company-vu-ohl,979,1699.02,MYASOET MEAT COMPANY
632849220,"Рибай говяжий Мясо есть! охлажденный, ~3кг",https://online.metro-cc.ru/products/ribay-govyazhiy-myaso-est-ohlazhdennyy-3kg,2041,2279,МЯСО ЕСТЬ!
220941,Карбонад свиной Мираторг в маринаде охлажденный,https://online.metro-cc.ru/products/karbonad-svinoj-miratorg-marinovannyj-b-k,619,0,МИРАТОРГ
624574697,"Стейк из говядины Myasoet Meat Company Топ Сайд в маринаде 4 перца охлажденный, 400г",https://online.metro-cc.ru/products/steyk-iz-govyadiny-myasoet-meat-company-top-sayd-v-marinade-4-pertsa-ohlazhdennyy-400g,939,1039.01,MYASOET MEAT COMPANY
637483909,"Стейк говяжий Myasoet Meat Company Денвер охлажденный, 300г",https://online.metro-cc.ru/products/300g-steyk-govyazhiy-myasoet-meat-company-denver-ohl-vu,989,0,MYASOET MEAT COMPANY
405497,"Шея телячья Мясо есть! без кости охлажденная, ~800г",https://online.metro-cc.ru/products/sheya-telyachya-bez-kosti-vakuumnaya-upakovka-myaso-est,1229,0,МЯСО ЕСТЬ!
607499688,"Стейк говяжий Домашний Ресторатор Стриплойн охлажденный, 350г",https://online.metro-cc.ru/products/steyk-govyazhiy-domashniy-restorator-striployn-ohlazhdennyy-350g,740,779,ДОМАШНИЙ РЕСТОРАТОР
256164,"Оковалок Мираторг говяжий охлажденный, ~4.6кг",https://online.metro-cc.ru/products/okovalok-govyazhij-vakuumnaya-upakovka-miratorg,1198,1349,МИРАТОРГ
513730,Ребрышки свиные Мираторг Классические TF охлажденные,https://online.metro-cc.ru/products/rebryshki-svinye-klassicheskie-miratorg,459,0,МИРАТОРГ
607284098,"Ребрышки из мраморной говядины Myasoet Meat Company Асадо охлажденные, 300г",https://online.metro-cc.ru/products/300g-rebryshki-asado-myasoet-meat-company-vu-ohl,639,769,MYASOET MEAT COMPANY
613579,"Стейк Primebeef Рибай из мраморной говядины охлажденный, 250г",https://online.metro-cc.ru/products/stejk-iz-mramornoj-ribaj-prajmbif-v-vakuumnoj-upakovke-250g,1199,1535.01,PRIMEBEEF
610049231,"Отруб свиной тазобедренный без голяшки без кости охлажденный, ~4.5кг",https://online.metro-cc.ru/products/45kg-otrub-svinoy-tazobedrennyy-bez-golyashki-bk-ohl-vu,339,0,Без бренда
610052696,"Вырезка свиная без кости охлажденная, ~2.5кг",https://online.metro-cc.ru/products/25kg-vyrezka-svinaya-bk-ohl-vu,569,0,Без бренда
448569,"Мякоть пашины говяжья Primebeef Флэнк охлажденная, ~900г",https://online.metro-cc.ru/products/myakot-pashiny-flenk-govyazhij-vakuumnaya-upakovka-zarechnoe,1618,1819,PRIMEBEEF
529557,"Стейк Primebeef Рибай из мраморной говядины охлажденный, 400г",https://online.metro-cc.ru/products/stejk-prajmbif-ribaj-govyazhij-mramornyj-400-g,1999,2499,PRIMEBEEF
610052691,"Отруб свиной центральный спинно-поясничный без кости охлажденный, ~5кг",https://online.metro-cc.ru/products/5kg-otrub-svinoy-tsentralnyy-spinno-poyasnichnyy-bk-ohl-vu,469,0,Без бренда
405392,"Корейка телячья Мясо есть! на кости охлажденная, ~800г",https://online.metro-cc.ru/products/korejka-telyachya-na-kosti-myaso-est-v-u,2468.83,0,МЯСО ЕСТЬ!
610049396,"Отруб свиной шейный без кости охлажденный, ~2.5кг",https://online.metro-cc.ru/products/25kg-otrub-sheynyy-svinoy-bk-ohl-vu,499,0,Без бренда
448668,"Говядина Заречное Чак ролл охлажденная, ~1.17кг",https://online.metro-cc.ru/products/chak-roll-govyazhij-vakuumnaya-upakovka,1424.01,1535.01,ЗАРЕЧНОЕ
634242548,"Корейка ягненка Мясо есть! Халяль охлажденная, 400г",https://online.metro-cc.ru/products/koreyka-yagnenka-myaso-est-halyal-ohlazhdennaya-400g,1299,0,МЯСО ЕСТЬ!
607266648,"Котлета на косточке из ягнятины Мираторг Dorper охлажденная, 280г",https://online.metro-cc.ru/products/kotleta-na-kostochke-iz-yagnyatiny-miratorg-dorper-ohlazhdennaya-280g,1299,1459,МИРАТОРГ
635981523,"Ребрышки ягненка Мясо есть! Халяль охлажденные, ~1.7кг",https://online.metro-cc.ru/products/17kg-rebryshki-yagnenka-myaso-est-halyal-ohl-vu,1079,0,МЯСО ЕСТЬ!
607510949,"Стейк рибай Myasoet Meat Company Exclusive Collection охлажденный, 400г",https://online.metro-cc.ru/products/steyk-ribay-myasoet-meat-company-exclusive-collection-ohlazhdennyy-400g,1399,2399,MYASOET MEAT COMPANY
607499733,"Стейк говяжий Домашний Ресторатор Рибай охлажденный, 350г",https://online.metro-cc.ru/products/steyk-govyazhiy-domashniy-restorator-ribay-ohlazhdennyy-350g,759,799,ДОМАШНИЙ РЕСТОРАТОР
529023,"Стейк Primebeef Топ-Блэйд охлажденный говяжий, 400г",https://online.metro-cc.ru/products/stejk-prajmbif-top-blejd-govyazhij-mramornyj-400-g,1067,1199,PRIMEBEEF
639005458,"Тушка кролика охлажденная, ~1кг",https://online.metro-cc.ru/products/13kg-tushka-krolika-vu-ohl,799,0,Без бренда
402710,"Ребрышки свиные Останкино барбекю крупные куски охлажденные, ~880г",https://online.metro-cc.ru/products/rebryshki-barbekyu-krupnye-kuski-vakuumnaya-upakovka-ostankino,409,0,ОСТАНКИНО
464357,"Ребрышки свиные Останкино охлажденные, ~1.75кг",https://online.metro-cc.ru/products/art-603093,409,0,ОСТАНКИНО
265234605,"Часть говяжья Вахавяк Плюс лопаточная фирменная охлажденная, ~5кг",https://online.metro-cc.ru/products/2kg-lopatochnaya-chast-govyazhya-firmennaya-ohlazhdennaya-vu-vp,702,769,ВАХАВЯК ПЛЮС
